Author Last Name,Author First Name,Other Authors,Newspaper/Publisher,Publication Year,Article Title,"Publication Location (City, County, State) Where was the article published? ","Contextual Location (City, County, State) Where is the article talking about? If mutliple locations are referenced, list them all. If national, write national","News Source (e.g. Google, Ethnic News Watch, etc)",Date of Publication,"Page # (if applicable, if not, write N/A)",Type,Link (paste to Google drive upload),MMIWG mentioned (1=y 0=n),"MMIWG defined (1,0)","specific case (1,0)","MMIWG mvmnt (1,0)","coverage of legal protection (1,0)","News article (1,0)","video/audio (1,0)","material culture (1,0)","international (1,0)","national (1,0)","regional (1,0)","local (1,0)","Native (1,0)",# of sources,# of govt officials,# of ordinary people,# of experts,# of id male,# of id female,# of gender unID,"(Native voice) token/soundbite (1,0)","centers importance of MMIWG (1,0)","discussion of law impact (1,0)",word count,"article series (1,0)"
Ayer ,Tammy ,Yakima Herald-Republic ,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2022,Native Woman Slain in Seattle buried on Yakama Reservation,"Seattle, King County, Washington State. ","Seattle, King County, Washington State (UW Campus)- Yakima, Yakima County, WA. ",Access World News (NewsBank),24-Sep,8+ 10/ 26,Newspaper-Image Edition,https://drive.google.com/file/d/1Fhf2FFAmt5a98sY1K5-4I-BUT9HUOxAM/view?usp=sharing,1,1,1,0,1,,,,,,1,1,1,,,,,,,,,,,,
The Seattle Times editorial Board,Editorial Board ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2022, Justice for missing and murdered Indigenous people (Also in text section above) ,"Seattle, King County, Washington State. ","Washington State, National ",Access World News (NewsBank),9-Aug,14/26,Newspaper-Image Edition,https://drive.google.com/file/d/1SNuXpzb_ys5awBxcxUYNif4W6MGpY6CT/view?usp=sharing,1,1,1,1,1,,,,,,1,0,0,,,,,,,,,,,,
Yoon-Hendricks,Alexandra ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2022,Cold case unit urged for missing Indigenous people (Also in text section above) ,"Seattle, King County, WA",Washington State,Access World News ,2-Aug,26-Oct,Newspaper-Image Edition,https://drive.google.com/file/d/1aPb_QxiPDEaY3hki5wEMnVoVLMMUxQkM/view?usp=sharing,1,1,1,1,1,,,,,,1,0,0,,,,,,,,,,,,
 Zhou,Amanda,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2022,Alert system for missing Indigenous people begins (Also in text section above) ,"Seattle, King County, WA",Washington State,Access World News ,2-Jul,26-Aug,Newspaper-Image Edition,https://drive.google.com/file/d/1Na6LI4X2RKIp0TgZzo3xVpRnai6k1aBX/view?usp=sharing,1,0,0,1,1,,,,,,0,0,0,,,,,,,,,,,,
FLACCUS,GILLIAN ,TED S. WARREN; The Associated Press,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2022,Gov. Inslee signs into law first-of-its-kind statewide missing Indigenous people alert (Also in text section above) ,"Seattle, King County, WA",Washington State,Access World News ,1-Apr,8+10/ 26,Newspaper-Image Edition,https://drive.google.com/file/d/1zKJrZlayG85bX4Ygo6XFWgAMN1uax-al/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Kahle,Sarah,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2022,House bills target crisis of missing Indigenous people in Washington State (Duplicate from Bellingham Herald),"Seattle, King County, WA",Washington State ,Access World News,"Janurary 17, 2022",8+10/26,Newspaper-Image Edition,https://drive.google.com/file/d/1VSdgifnW4zY6zp1MZPgqaQs2cQ1JegB4/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Wark ,Grace ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2021,End Cycle of Abuse,"Seattle, King County, WA","Bellingham, Whatcom County, WA",Access World News,21-Nov,50/137,Newspaper-Image Edition,https://drive.google.com/file/d/1mCtXI6OQczt3Ba4CrsABHLJp9-vkhCJ6/view?usp=sharing,1,0,0,1,0,,,,,,0,0,0,,,,,,,,,,,,
Forsman,Leonard,Esther Lucero,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2021,"An Indigenous Champion for all Seattleites, Juarez Should Lead Council","Seattle, King County, WA","Seattle, King County, WA",Access World News,23-Dec,14/26,Newspaper-Image Edition,https://drive.google.com/file/d/19CDewash112nudy0tIZFysPCeAaAOUqx/view?usp=sharing,1,1,0,1,0,,,,,,1,0,0,,,,,,,,,,,,
 The Seattle Times editorial board, The Seattle Times editorial board,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2021,Justice delayed for murdered and missing Indigenous women (Also listed in text section),"Seattle, King County, WA",Washington State,Access World News ,10-Nov,14/28,Newspaper-Image Edition,https://drive.google.com/file/d/1GtNAEmYKkqYgu8HOl6zdx6x10zxqphM4/view?usp=sharing,1,1,1,1,1,,,,,,0,1,0,,,,,,,,,,,,
Ishisaka,Naomi ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2021,Absolute Injustice' In Coverage of Missing,"Seattle, King County, WA","Wyoming State- National- Seattle, King County, WA- Washington State",Access World News,27-Sep,8+11/ 32,Newspaper-Image Edition,https://drive.google.com/file/d/1GO5MMWhfUDI-Bul6JQE6pjr2VnSuIqY5/view?usp=sharing,1,0,1,1,0,,,,,,1,1,0,,,,,,,,,,,,
Dodd,Amber D.,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2021,"Runs, ride honor murdered, missing Indigenous Women ","Seattle, King County, WA","Coeur d'Alene, Desmet, Benewah County, Idaho- Washington State- National- Washington D.C.",Access World News,3-Aug,28-Nov,Newspaper-Image Edition,https://drive.google.com/file/d/1sLy0nr-lTrb9J6PyI81yiHrnT6THBZJB/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ayer ,Tammy ,Yakima Herald- Republic,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2021,Speaking out about missing and murdered Yakama men and boys,"Seattle, King County, WA","Yakima, Yakima County, WA- Oregon State- National",Access World News,6-Jul,26-Oct,Newspaper-Image Edition,https://drive.google.com/file/d/1xM2c42MxXdBkC7kXyaUUkmXE5XEu7Z7U/view?usp=sharing,1,0,1,1,0,,,,,,1,1,0,,,,,,,,,,,,
Ayer ,Tammy ,Yakima Herald- Republic,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2021,"Yakama Nation Plans events to remember murdered, missing Indigenous females","Seattle, King County, WA","Toppenish, Yakima County, WA- National",Access World News,2-May,30/127,Newspaper-Image Edition,https://drive.google.com/file/d/13xc-HvFdYBIpUCsw3acSJ3821GR8kHVR/view?usp=sharing,1,1,1,1,0,,,,,,1,1,1,,,,,,,,,,,,
Pasia ,Nicole ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2021,"When they gave her body bags instead of PPE, she crafted a healing ribbon dress ","Seattle, King County, WA","Seattle, King County, WA- Washington State- National",Access World News,4-Apr,49+52/ 121,Newspaper-Image Edition,https://drive.google.com/file/d/15pk-z7xIEk2lcm0C6SWkvFQxBZhdbIGS/view?usp=sharing,0,0,0,0,0,,,,,,1,1,0,,,,,,,,,,,,
Ayer ,Tammy ,Yakima Herald- Republic,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2021,"Newhouse renews ask for federal help on missing, murdered Native women","Seattle, King County, WA","Yakima, Yakima and Klickitat County, WA- Washington State ",Access World News,30-Mar,26-Sep,Newspaper-Image Edition,https://drive.google.com/file/d/1aO5BKr9iWeN09n54SVHv0lqZct4f1YIb/view?usp=sharing,1,1,0,1,1,,,,,,0,0,0,,,,,,,,,,,,
Hansen ,Bettina ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2020,"In Pioneer Square, a striking visual push to get voters to the polls","Seattle, King County, WA","Seattle, King County, WA",Access World News,3-Nov,26-Jan,Newspaper-Image Edition,https://drive.google.com/file/d/19VwhTxFCLj1JCf_g3qbAKjXelVB-2oZq/view?usp=sharing,1,1,0,1,0,,,,,,0,0,0,,,,,,,,,,,,
The Associated Press ,The Associated Press ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2020,"Missing, Murdered Native Americans law signed ","Seattle, King County, WA","Fargo, Cass County, North Dakota- National",Access World News,12-Oct,28-Feb,Newspaper-Image Edition,https://drive.google.com/file/d/1fqDY0CwvEeFRlo40DeKL5aHE_xCcI5AF/view?usp=sharing,1,0,0,1,1,,,,,,0,1,0,,,,,,,,,,,,
Donovan- Smith ,Orion ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2020,Push for House vote to protect Native women ,"Seattle, King County, WA",National- Washington State,Access World News,28-Jul,26-Nov,Newspaper-Image Edition,https://drive.google.com/file/d/1CcBicL1-XDlpGKbaJ9cKgcdiv8TB9rtr/view?usp=sharing,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
 V. Mapes,Linda,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2020,"A brother’s grief, a city’s distress (Also in text section) ","Seattle, King County, WA","Seattle, King County, WA",Access World News ,30-Aug,1+ 12/123,Newspaper-Image Edition,https://drive.google.com/file/d/1ftdgN540HCRKwRMgVgKDEK6Lh69r-gl5/view?usp=sharing,0,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ayer ,Tammy ,Yakima Herald- Republic ,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2020,New App to Address crisis facing Native women,"Seattle, King County, WA","Yakima, Yakima County, WA- Alaska State- Lummi Reservation, Whatcom County, WA",Access World News ,22-Jan,26-Dec,Newspaper-Image Edition,https://drive.google.com/file/d/1DsvQLmouqwJcFBpxmjbwlEPkxB2bS8dW/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Brownstone ,Sydney ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2020,A Gap in Healing- Thunderbird Treatment Center,"Seattle, King County, WA","Renton, King County, WA",Access World News ,21-Jan,22-Jan,Newspaper-Image Edition,https://drive.google.com/file/d/1ctrBYC8fhaBw4e1sL3v9WYnOD_aX0p21/view?usp=sharing,1,1,1,0,0,,,,,,1,1,0,,,,,,,,,,,,
The Associated Press ,The Associated Press ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2019,"Task force created to probe missing, slain Natives","Seattle, King County, WA",Washington- National ,Access World News ,27-Nov,30-Mar,Newspaper-Image Edition,https://drive.google.com/file/d/1rdwtwGEe9qmfUf-7e9jZcv0yml0PaJ7_/view?usp=sharing,1,1,0,1,1,,,,,,0,0,0,,,,,,,,,,,,
Balsamo ,Michael ,Felicia Fonseca ,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2019,U.S Probes crimes against Native women,"Seattle, King County, WA","Montana State- National- Navajo Nation, AZ",Access World News ,24-Nov-24,22/114,Newspaper-Image Edition,https://drive.google.com/file/d/1sKqf0BGe0Lq2T0FZhS8ewR2lIE-vTz9K/view?usp=sharing,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Beekman ,Daniel ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2019,Resolution to address crisis of violence against indigenous women (Similar article by same author in text version above) ,"Seattle, King County, WA","Seattle, King County, WA",Access World News ,10-Sep,B1+B5/ 22,Newspaper-Image Edition,https://drive.google.com/file/d/1IGq0mRYee-Igiaxph3wNz1dG23cnKzHI/view?usp=sharing,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
The Seattle Times editorial board,,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2019,Giving voice to missing and murdered indigenous women (Duplicated elsewhere on google sheet) ,"Seattle, King, WA","Cheney, Spokane, WA",Access World News,17-Jun-19,24-Nov,Newspaper-Image Edition,https://drive.google.com/file/d/1Ug_-3jK9WBoPtAn1PWPv4Awkm6eNAoZt/view?usp=sharing,1,1,1,0,1,,,,,,0,1,0,,,,,,,,,,,,
Takahama ,Elise ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2019,Photos of Kent Woman Missing Since 2009 to hit State High Ways- trucks to shed light on vanished native women (Duplicate articles in google sheets) ,"Seattle, King, WA","Kent, King County, WA- Idaho, Nevada, Montana",Access World News,6-Jun,B1+B2/ 24,Newspaper-Image Edition,https://drive.google.com/file/d/1SsJqHrz5tqYtPEUSF3iC2RabqZmNutsn/view?usp=sharing,1,1,1,1,0,,,,,,1,1,0,,,,,,,,,,,,
Green ,Sara Jean ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2019,56 and Counting: State Patrol tracks missing Native Women,"Seattle, King, WA","Washington State- Yakima, Yakima County, WA",Access World News,5-Jun,A1+ A7/ 26,Newspaper-Image Edition,https://drive.google.com/file/d/1XF0ORj3wv8ZcyFtDMk1o9KQSJxY69oVA/view?usp=sharing,1,0,0,1,0,,,,,,1,0,0,,,,,,,,,,,,
Bilefsky ,Dan,Ian Austen ,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2019,Indigenous Killings in Canada 'Genocide' ,"Seattle, King, WA","Canada National- Vancouver, BC, Canada",Access World News,4-Jun,22-Mar,Newspaper-Image Edition,https://drive.google.com/file/d/1kIbgWH8qkvqXyU6KGbjYNfKBuNRfGjAs/view?usp=sharing,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Trimmer,Dave,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2019,"A champion in track — and for missing, murdered indigenous women","Seattle, King, WA","Cheney, Spokane County, WA",Access World News,2-Jun,1+12/92,Newspaper-Image Edition,https://drive.google.com/file/d/1JjlOkoffy9GL1pdzlgwSij_JYAUQRW3D/view?usp=sharing,1,1,1,1,0,,,,,,1,1,0,,,,,,,,,,,,
Green ,Sara Jean ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2019,"10 Years ago, a Kent Woman called 911, then vanished. Her aunt's still searching. ","Seattle, King, WA","Kent, King County, WA- Idaho, Nevada, Montana",Access World News,5-Apr,A1+A6/ 52,Newspaper-Image Edition,https://drive.google.com/file/d/1Ycj7FNeCmtE-ip9ubzuWEAn6pfLTPWwO/view?usp=sharing,1,1,1,1,0,,,,,,1,1,0,,,,,,,,,,,,
Davila ,Vianna,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2018,Survey: Native Women Suffer high rates of sexual assault ,"Seattle, King, WA","National- Alaska- Seattle, King County, WA",Access World News,24-Aug,May-54,Newspaper-Image Edition,https://drive.google.com/file/d/1Wl4eUuJ6UjAIGxrsaymmXzm4CSVipZwp/view?usp=sharing,1,0,0,1,0,,,,,,0,0,0,,,,,,,,,,,,
Mapes,Lynda ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2018,Police arrest pipeline protesters downtown,"Seattle, King, WA","Seattle, King County, WA",Access World News,May 8th,B1+B3/ 24,Newspaper-Image Edition,https://drive.google.com/file/d/1f26_3BkjOHgn943QEiwXM1kKUlaJ4CKp/view?usp=sharing,1,1,0,0,0,,,,,,0,0,0,,,,,,,,,,,,
Hansen ,Bettina ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2018,"We need action': Council calls attention to missing, slain indigenous women","Seattle, King, WA","Seattle, King County, WA",Access World News,May 2nd ,B1/ 28,Newspaper-Image Edition,https://drive.google.com/file/d/1FNMYq9CbGUgLkfxXCBuZEfzA9BBwLq3J/view?usp=sharing,1,1,1,1,0,,,,,,1,1,1,,,,,,,,,,,,
Beason,Tyrone ,,"The Seattle Times (Seattle, WA) (2019-) *Newspaper: image edition*",2018,Us Too ,"Seattle, King, WA",National ,Access World News,8-Apr,N12+ N25/ 108,Newspaper-Image Edition,https://drive.google.com/file/d/1yeXrEKi5Pixrjvi_dt0PfMKMXOV7wq9O/view?usp=sharing,1,1,1,0,1,,,,,,0,1,1,,,,,,,,,,,,
EDEN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sprous,Caleb,,Anacortes American ,2025,Event held to bring awareness to missing and murdered Indigenous people ,"Anacortes, Skagit County, WA","Anacortes, Skagit County, WA",Access World News,6-May-25,N/A,Newspaper,https://drive.google.com/file/d/1x9hvKalEozWrxulJmxvueJTjtEq4TIIc/view?usp=share_link,1,1,0,1,0,,,,,,1,1,0,,,,,,,,,,,,
Alzola,Briana,,Anacortes American ,2022,Bill sets alerts for missing Indigenous women ,"Anacortes, Skagit County, WA",Washington State ,Access World News ,16-Mar-22,N/A,Newspaper,https://drive.google.com/file/d/11Jq5gMjOXvgW7jmzuO7oQ9iaOtz7J0C6/view?usp=share_link,1,1,0,1,1,,,,,,0,0,0,,,,,,,,,,,,
Alzola,Briana,,Anacortes American ,2019,"Event shares stories of slain, missing indigenous women ","Anacortes, Skagit County, WA","Anacortes, Skagit County, WA, Washington State ",Access World News ,15-May-19,N/A,Newspaper,https://drive.google.com/file/d/145f_HS-iyvxPvOq69YGh6BXnP9_qbOpd/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Alzola,Briana,,Anacortes American ,2018,"Samish hold vigil for murdered, missing indigenous women ","Anacortes, Skagit County, WA","Anacortes, Skagit County, WA",Acess World News ,29-Aug-18,N/A,Newspaper,https://drive.google.com/file/d/1dRLagbAzFi5TWqNFbUiPc8dOqYanMEEV/view?usp=share_link,1,1,1,1,0,,,,,,1,1,0,,,,,,,,,,,,
Boxleitner,Kirk,,Arlington Times ,2016,"Earrings help people hear voices of missing, murdered Native American women ","Arlington, Snohomish County, WA","Marysville, Snohomish County, WA",Access World News ,15-Jan-16,N/A,Newspaper,https://drive.google.com/file/d/1oXmaefkcMHWGb6QbQPKAYrZxCF34Csbj/view?usp=share_link,1,1,0,1,1,,,,,,1,1,1,,,,,,,,,,,,
Josie,Bailey,,Auburn Reporter ,2024,Working toward justice for the missing and murdered in Washington ,"Auburn, King County, WA","Ferndale, Whatcom County, WA",Access World News ,28-Nov-24,N/A,Newspaper,https://drive.google.com/file/d/1uMO0DW5EtLgZ7ZBacOMke4mejC-qhPoV/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
N/A,N/A,,Auburn Reporter ,2023,"The land cries out': Family members of missing, murdered Indigenous people share stories ","Auburn, King County, WA",Washington State ,Access World News ,3-Jan-23,N/A,Newspaper,https://drive.google.com/file/d/1t0a85y6vpE2PJq5O9bUT28fvqJgMeGnn/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
N/A,N/A,,Auburn Reporter ,2022,Forum spotlights Washington's missing and murdered Indigenous people ,"Auburn, King County, WA","Kent, King County, WA, La Grande, Union County, OR, ",Access World News ,16-Nov-22,,Newspaper,https://drive.google.com/file/d/1utVBiSmLC-t0Pmtyd3WJH_dEl7mfXz-A/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
N/A,N/A,,Auburn Reporter ,2022,"PNW True Crime Fest in Auburn rallies a spooky, thoughtful community","Auburn, King County, WA","Auburn, King County, WA, Seattle, King County, WA",Access World News ,17-Oct-22,N/A,Newspaper,https://drive.google.com/file/d/10cYpWlqOjnRePVIZ7BBBScuETXZ4CfAd/view?usp=share_link,1,0,1,1,0,,,,,,0,1,1,,,,,,,,,,,,
Saunders,Hannah,,Auburn Reporter ,2022,No more stolen sisters: How WA is responding to missing and murdered Indigenous people ,"Auburn, King County,  WA","Seattle, King County, WA, Auburn, King County, WA, Renton, King County, WA, Kent, King County, WA, ",Access World News ,7-May-22,N/A,Newspaper,https://drive.google.com/file/d/1iR6FVsLrU6gFgMowW0qAHRewMgTb8s07/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Breda,Isabella,,Auburn Reporter ,2022,New alert system aims to bring home missing Indigenous people ,"Auburn, King County, WA","Seattle, King County, WA, Tulalip, Snohomish County, WA, Marysville, Snohomish County, WA, Portland, Multnomah County, OR",Access World News ,12-Apr-22,N/A,Newspaper,https://drive.google.com/file/d/1RgxI5m1xowMFHzYFq8GAsyXwiEijYkOg/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Hellmann,Melissa,,Auburn Reporter ,2019,Legislation targets missing murdered indigenous women epidemic ,"Auburn, King County, WA",National ,Access World News ,8-Feb-19,N/A,Newspaper,https://drive.google.com/file/d/1WOWRzqLbxRCCrMUVxMCogfOAdS6PbhFq/view?usp=share_link,1,1,1,1,1,,,,,,1,0,0,,,,,,,,,,,,
Hellmann,Melissa,,Auburn Reporter ,2019,Washington indigenous communities push for action to address violence against women ,"Auburn, King County, WA","Port Angeles, Clallam County, WA",Access World News ,14-Jan-19,N/A,Newspaper,https://drive.google.com/file/d/1Q--o0rSQ4Onw7hbHRlLQEOV0hkmikRyt/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Josie,Bailey,,Bellevue Reporter ,2024,Working toward justice for the missing and murdered in Washington ,"Bellevue, King County, WA","Ferndale, Whatcom County, WA, Yakima, Yakima County, WA, ",Access World News ,28-Nov-24,N/A,Newspaper,https://drive.google.com/file/d/1-qE8RAqyowvOHa98CLFHY0-_-Wy6DCdv/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
N/A,N/A,,Bellevue Reporter ,2022,Forum spotlights Washington's missing and murdered Indigenous people ,"Bellevue, King County, WA","Kent, King County, WA, La Grande, Union County, OR, ",Access World News ,16-Nov-22,N/A,Newspaper,https://drive.google.com/file/d/1Bh7D78zjIv7eUv2ezduV9WM78GEAoevQ/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
